"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка валидного заполнения персональных данных при оформлени заказа","1278","valideFilling","SauceDemo Smoke Test","Fri Jan 16 19:28:52 UTC 2026","passed","Fri Jan 16 19:28:54 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","valideFilling"
"Проверка невалидного заполнения поля Zip/Postal Code при оформлении заказа","1465","invalideFillingZipcode","SauceDemo Smoke Test","Fri Jan 16 19:28:56 UTC 2026","passed","Fri Jan 16 19:28:57 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingZipcode"
"Проверка невалидного заполнения поля Zip/Postal Code при оформлении заказа","1068","invalideFillingZipcode","SauceDemo Smoke Test","Fri Jan 16 19:29:17 UTC 2026","passed","Fri Jan 16 19:29:18 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingZipcode"
"Проверка невалидного заполнения поля First Name при оформлении заказа","1124","invalideFillingFirstName","SauceDemo Smoke Test","Fri Jan 16 19:28:50 UTC 2026","passed","Fri Jan 16 19:28:51 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingFirstName"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","794","Добавление товара в корзину в количестве 1 единицы","SauceDemo Smoke Test","Fri Jan 16 19:28:48 UTC 2026","passed","Fri Jan 16 19:28:49 UTC 2026","tests.CartTest","Firefox","tests.CartTest","addItemInBasketTest"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","1628","addItemInBasketTest","SauceDemo Smoke Test","Fri Jan 16 19:28:43 UTC 2026","passed","Fri Jan 16 19:28:45 UTC 2026","tests.AddItemInBasketTest","Firefox","tests.AddItemInBasketTest","addItemInBasketTest"
"Проверка невалидного заполнения поля First Name при оформлении заказа","826","invalideFillingFirstName","SauceDemo Smoke Test","Fri Jan 16 19:29:04 UTC 2026","passed","Fri Jan 16 19:29:05 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingFirstName"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Password","769","checkLoginWithEmptyPassword","SauceDemo Smoke Test","Fri Jan 16 19:28:58 UTC 2026","passed","Fri Jan 16 19:28:58 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"Проверка успешной авторизации в приложение","613","checkSuccessTest","SauceDemo Smoke Test","Fri Jan 16 19:29:01 UTC 2026","passed","Fri Jan 16 19:29:02 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkSuccessTest"
"Проверка отмены заполнения пресональных данных при оформлении заказа","927","cancelCheckout","SauceDemo Smoke Test","Fri Jan 16 19:28:59 UTC 2026","passed","Fri Jan 16 19:29:00 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","cancelCheckout"
"Проверка валидного заполнения персональных данных при оформлени заказа","1063","valideFilling","SauceDemo Smoke Test","Fri Jan 16 19:28:46 UTC 2026","passed","Fri Jan 16 19:28:47 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","valideFilling"
"Проверка отсутствия успешной авторизации при отсутствии заполнения полей Username/Password","674","checkInvalideLogin","SauceDemo Smoke Test","Fri Jan 16 19:29:07 UTC 2026","passed","Fri Jan 16 19:29:08 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkInvalideLogin"
"Проверка валидного заполнения персональных данных при оформлени заказа","1513","valideFilling","SauceDemo Smoke Test","Fri Jan 16 19:28:57 UTC 2026","passed","Fri Jan 16 19:28:58 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","valideFilling"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","824","Добавление товара в корзину в количестве 1 единицы","SauceDemo Smoke Test","Fri Jan 16 19:28:44 UTC 2026","passed","Fri Jan 16 19:28:45 UTC 2026","tests.CartTest","Chrome","tests.CartTest","addItemInBasketTest"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Username","721","checkLoginWithEmptyUsername","SauceDemo Smoke Test","Fri Jan 16 19:29:14 UTC 2026","passed","Fri Jan 16 19:29:14 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithEmptyUsername"
"Проверка валидного заполнения персональных данных при оформлени заказа","1265","valideFilling","SauceDemo Smoke Test","Fri Jan 16 19:28:47 UTC 2026","passed","Fri Jan 16 19:28:48 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","valideFilling"
"Проверка успешной авторизации в приложение","593","checkSuccessTest","SauceDemo Smoke Test","Fri Jan 16 19:28:49 UTC 2026","passed","Fri Jan 16 19:28:50 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkSuccessTest"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Username","647","checkLoginWithEmptyUsername","SauceDemo Smoke Test","Fri Jan 16 19:28:54 UTC 2026","passed","Fri Jan 16 19:28:55 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"Проверка отсутствия успешной авторизации при отсутствии заполнения полей Username/Password","768","checkInvalideLogin","SauceDemo Smoke Test","Fri Jan 16 19:28:52 UTC 2026","passed","Fri Jan 16 19:28:52 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkInvalideLogin"
"Проверка невалидного заполнения поля Last Name при оформлении заказа","1271","invalideFillingLastName","SauceDemo Smoke Test","Fri Jan 16 19:28:53 UTC 2026","passed","Fri Jan 16 19:28:54 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingLastName"
