"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка валидного заполнения персональных данных при оформлени заказа","1762","valideFilling","SauceDemo Smoke Test","Fri Mar 06 19:45:03 UTC 2026","passed","Fri Mar 06 19:45:04 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","valideFilling"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Password","863","checkLoginWithEmptyPassword","SauceDemo Smoke Test","Fri Mar 06 19:45:28 UTC 2026","passed","Fri Mar 06 19:45:29 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithEmptyPassword"
"Проверка отмены заполнения пресональных данных при оформлении заказа","880","cancelCheckout","SauceDemo Smoke Test","Fri Mar 06 19:45:04 UTC 2026","passed","Fri Mar 06 19:45:05 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","cancelCheckout"
"Проверка невалидного заполнения поля Last Name при оформлении заказа","1347","invalideFillingLastName","SauceDemo Smoke Test","Fri Mar 06 19:45:18 UTC 2026","passed","Fri Mar 06 19:45:19 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingLastName"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","1484","addItemInBasketTest","SauceDemo Smoke Test","Fri Mar 06 19:44:46 UTC 2026","passed","Fri Mar 06 19:44:48 UTC 2026","tests.AddItemInBasketTest","Chrome","tests.AddItemInBasketTest","addItemInBasketTest"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","995","Добавление товара в корзину в количестве 1 единицы","SauceDemo Smoke Test","Fri Mar 06 19:44:48 UTC 2026","passed","Fri Mar 06 19:44:49 UTC 2026","tests.CartTest","Chrome","tests.CartTest","addItemInBasketTest"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","1757","addItemInBasketTest","SauceDemo Smoke Test","Fri Mar 06 19:44:47 UTC 2026","passed","Fri Mar 06 19:44:49 UTC 2026","tests.AddItemInBasketTest","Firefox","tests.AddItemInBasketTest","addItemInBasketTest"
"Проверка невалидного заполнения поля First Name при оформлении заказа","1264","invalideFillingFirstName","SauceDemo Smoke Test","Fri Mar 06 19:45:10 UTC 2026","passed","Fri Mar 06 19:45:12 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingFirstName"
"Проверка отмены заполнения пресональных данных при оформлении заказа","1161","cancelCheckout","SauceDemo Smoke Test","Fri Mar 06 19:45:32 UTC 2026","passed","Fri Mar 06 19:45:33 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","cancelCheckout"
"Проверка невалидного заполнения поля First Name при оформлении заказа","1090","invalideFillingFirstName","SauceDemo Smoke Test","Fri Mar 06 19:44:55 UTC 2026","passed","Fri Mar 06 19:44:56 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingFirstName"
"Проверка успешной авторизации в приложение","599","checkSuccessTest","SauceDemo Smoke Test","Fri Mar 06 19:44:54 UTC 2026","passed","Fri Mar 06 19:44:54 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkSuccessTest"
"Проверка невалидного заполнения поля Zip/Postal Code при оформлении заказа","1287","invalideFillingZipcode","SauceDemo Smoke Test","Fri Mar 06 19:45:01 UTC 2026","passed","Fri Mar 06 19:45:02 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingZipcode"
"Проверка валидного заполнения персональных данных при оформлени заказа","1788","valideFilling","SauceDemo Smoke Test","Fri Mar 06 19:44:57 UTC 2026","passed","Fri Mar 06 19:44:59 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","valideFilling"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Password","748","checkLoginWithEmptyPassword","SauceDemo Smoke Test","Fri Mar 06 19:45:03 UTC 2026","passed","Fri Mar 06 19:45:03 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"Проверка невалидного заполнения поля Last Name при оформлении заказа","1375","invalideFillingLastName","SauceDemo Smoke Test","Fri Mar 06 19:44:58 UTC 2026","passed","Fri Mar 06 19:44:59 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingLastName"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Username","885","checkLoginWithEmptyUsername","SauceDemo Smoke Test","Fri Mar 06 19:45:21 UTC 2026","passed","Fri Mar 06 19:45:22 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithEmptyUsername"
"Проверка отсутствия успешной авторизации при отсутствии заполнения полей Username/Password","914","checkInvalideLogin","SauceDemo Smoke Test","Fri Mar 06 19:45:14 UTC 2026","passed","Fri Mar 06 19:45:15 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkInvalideLogin"
"Проверка невалидного заполнения поля Zip/Postal Code при оформлении заказа","1395","invalideFillingZipcode","SauceDemo Smoke Test","Fri Mar 06 19:45:25 UTC 2026","passed","Fri Mar 06 19:45:26 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingZipcode"
