"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка отсутствия успешной авторизации при отсутствии заполнения полей Username/Password","721","checkInvalideLogin","SauceDemo Smoke Test","Fri Jan 02 19:24:10 UTC 2026","passed","Fri Jan 02 19:24:11 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkInvalideLogin"
"Проверка отсутствия успешной авторизации при отсутствии заполнения полей Username/Password","739","checkInvalideLogin","SauceDemo Smoke Test","Fri Jan 02 19:23:56 UTC 2026","passed","Fri Jan 02 19:23:56 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkInvalideLogin"
"Проверка валидного заполнения персональных данных при оформлени заказа","1422","valideFilling","SauceDemo Smoke Test","Fri Jan 02 19:24:00 UTC 2026","passed","Fri Jan 02 19:24:01 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","valideFilling"
"Проверка успешной авторизации в приложение","678","checkSuccessTest","SauceDemo Smoke Test","Fri Jan 02 19:23:53 UTC 2026","passed","Fri Jan 02 19:23:53 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkSuccessTest"
"Проверка невалидного заполнения поля Last Name при оформлении заказа","843","invalideFillingLastName","SauceDemo Smoke Test","Fri Jan 02 19:24:14 UTC 2026","passed","Fri Jan 02 19:24:14 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingLastName"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Username","708","checkLoginWithEmptyUsername","SauceDemo Smoke Test","Fri Jan 02 19:24:17 UTC 2026","passed","Fri Jan 02 19:24:17 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithEmptyUsername"
"Проверка невалидного заполнения поля First Name при оформлении заказа","1195","invalideFillingFirstName","SauceDemo Smoke Test","Fri Jan 02 19:23:54 UTC 2026","passed","Fri Jan 02 19:23:55 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingFirstName"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","1558","addItemInBasketTest","SauceDemo Smoke Test","Fri Jan 02 19:23:46 UTC 2026","passed","Fri Jan 02 19:23:48 UTC 2026","tests.AddItemInBasketTest","Chrome","tests.AddItemInBasketTest","addItemInBasketTest"
"Проверка невалидного заполнения поля Last Name при оформлении заказа","1062","invalideFillingLastName","SauceDemo Smoke Test","Fri Jan 02 19:23:57 UTC 2026","passed","Fri Jan 02 19:23:58 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingLastName"
"Проверка успешной авторизации в приложение","701","checkSuccessTest","SauceDemo Smoke Test","Fri Jan 02 19:24:04 UTC 2026","passed","Fri Jan 02 19:24:05 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkSuccessTest"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Password","529","checkLoginWithEmptyPassword","SauceDemo Smoke Test","Fri Jan 02 19:24:23 UTC 2026","passed","Fri Jan 02 19:24:24 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithEmptyPassword"
"Проверка валидного заполнения персональных данных при оформлени заказа","1331","valideFilling","SauceDemo Smoke Test","Fri Jan 02 19:23:51 UTC 2026","passed","Fri Jan 02 19:23:52 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","valideFilling"
"Проверка невалидного заполнения поля Zip/Postal Code при оформлении заказа","1140","invalideFillingZipcode","SauceDemo Smoke Test","Fri Jan 02 19:24:20 UTC 2026","passed","Fri Jan 02 19:24:21 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingZipcode"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","1672","addItemInBasketTest","SauceDemo Smoke Test","Fri Jan 02 19:23:47 UTC 2026","passed","Fri Jan 02 19:23:48 UTC 2026","tests.AddItemInBasketTest","Firefox","tests.AddItemInBasketTest","addItemInBasketTest"
"Проверка невалидного заполнения поля Zip/Postal Code при оформлении заказа","1435","invalideFillingZipcode","SauceDemo Smoke Test","Fri Jan 02 19:23:59 UTC 2026","passed","Fri Jan 02 19:24:01 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingZipcode"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Password","608","checkLoginWithEmptyPassword","SauceDemo Smoke Test","Fri Jan 02 19:24:01 UTC 2026","passed","Fri Jan 02 19:24:02 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","843","Добавление товара в корзину в количестве 1 единицы","SauceDemo Smoke Test","Fri Jan 02 19:23:48 UTC 2026","passed","Fri Jan 02 19:23:49 UTC 2026","tests.CartTest","Chrome","tests.CartTest","addItemInBasketTest"
