"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка успешной авторизации в приложение","607","checkSuccessTest","SauceDemo Smoke Test","Fri Jul 04 19:25:55 GMT 2025","passed","Fri Jul 04 19:25:55 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkSuccessTest"
"Проверка валидного заполнения персональных данных при оформлени заказа","2226","valideFilling","SauceDemo Smoke Test","Fri Jul 04 19:25:59 GMT 2025","passed","Fri Jul 04 19:26:01 GMT 2025","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","valideFilling"
"Проверка валидного заполнения персональных данных при оформлени заказа","1241","valideFilling","SauceDemo Smoke Test","Fri Jul 04 19:25:53 GMT 2025","passed","Fri Jul 04 19:25:54 GMT 2025","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","valideFilling"
"Проверка валидного заполнения персональных данных при оформлени заказа","1022","valideFilling","SauceDemo Smoke Test","Fri Jul 04 19:25:51 GMT 2025","passed","Fri Jul 04 19:25:52 GMT 2025","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","valideFilling"
"Проверка невалидного заполнения поля Zip/Postal Code при оформлении заказа","956","invalideFillingZipcode","SauceDemo Smoke Test","Fri Jul 04 19:26:01 GMT 2025","passed","Fri Jul 04 19:26:02 GMT 2025","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingZipcode"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","1495","Добавление товара в корзину в количестве 1 единицы","SauceDemo Smoke Test","Fri Jul 04 19:25:54 GMT 2025","passed","Fri Jul 04 19:25:56 GMT 2025","tests.CartTest","Firefox","tests.CartTest","addItemInBasketTest"
"Проверка невалидного заполнения поля Zip/Postal Code при оформлении заказа","1956","invalideFillingZipcode","SauceDemo Smoke Test","Fri Jul 04 19:26:27 GMT 2025","passed","Fri Jul 04 19:26:29 GMT 2025","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingZipcode"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Password","624","checkLoginWithEmptyPassword","SauceDemo Smoke Test","Fri Jul 04 19:26:02 GMT 2025","passed","Fri Jul 04 19:26:03 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"Проверка невалидного заполнения поля First Name при оформлении заказа","1865","invalideFillingFirstName","SauceDemo Smoke Test","Fri Jul 04 19:26:12 GMT 2025","passed","Fri Jul 04 19:26:14 GMT 2025","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingFirstName"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Username","921","checkLoginWithEmptyUsername","SauceDemo Smoke Test","Fri Jul 04 19:26:24 GMT 2025","passed","Fri Jul 04 19:26:25 GMT 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithEmptyUsername"
