"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка валидного заполнения персональных данных при оформлени заказа","1469","valideFilling","SauceDemo Smoke Test","Fri Feb 06 19:46:14 UTC 2026","passed","Fri Feb 06 19:46:15 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","valideFilling"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","1003","Добавление товара в корзину в количестве 1 единицы","SauceDemo Smoke Test","Fri Feb 06 19:46:14 UTC 2026","passed","Fri Feb 06 19:46:16 UTC 2026","tests.CartTest","Firefox","tests.CartTest","addItemInBasketTest"
"Проверка успешной авторизации в приложение","738","checkSuccessTest","SauceDemo Smoke Test","Fri Feb 06 19:46:28 UTC 2026","passed","Fri Feb 06 19:46:29 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkSuccessTest"
"Проверка валидного заполнения персональных данных при оформлени заказа","1607","valideFilling","SauceDemo Smoke Test","Fri Feb 06 19:46:24 UTC 2026","passed","Fri Feb 06 19:46:25 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","valideFilling"
"Проверка невалидного заполнения поля Zip/Postal Code при оформлении заказа","1255","invalideFillingZipcode","SauceDemo Smoke Test","Fri Feb 06 19:46:45 UTC 2026","passed","Fri Feb 06 19:46:46 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingZipcode"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Username","497","checkLoginWithEmptyUsername","SauceDemo Smoke Test","Fri Feb 06 19:46:42 UTC 2026","passed","Fri Feb 06 19:46:42 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithEmptyUsername"
"Проверка валидного заполнения персональных данных при оформлени заказа","1151","valideFilling","SauceDemo Smoke Test","Fri Feb 06 19:46:12 UTC 2026","passed","Fri Feb 06 19:46:13 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","valideFilling"
"Проверка отмены заполнения пресональных данных при оформлении заказа","859","cancelCheckout","SauceDemo Smoke Test","Fri Feb 06 19:46:25 UTC 2026","passed","Fri Feb 06 19:46:26 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","cancelCheckout"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Password","473","checkLoginWithEmptyPassword","SauceDemo Smoke Test","Fri Feb 06 19:46:49 UTC 2026","passed","Fri Feb 06 19:46:49 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithEmptyPassword"
"Проверка успешной авторизации в приложение","601","checkSuccessTest","SauceDemo Smoke Test","Fri Feb 06 19:46:16 UTC 2026","passed","Fri Feb 06 19:46:16 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkSuccessTest"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","1558","addItemInBasketTest","SauceDemo Smoke Test","Fri Feb 06 19:46:09 UTC 2026","passed","Fri Feb 06 19:46:10 UTC 2026","tests.AddItemInBasketTest","Chrome","tests.AddItemInBasketTest","addItemInBasketTest"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Username","550","checkLoginWithEmptyUsername","SauceDemo Smoke Test","Fri Feb 06 19:46:21 UTC 2026","passed","Fri Feb 06 19:46:22 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Password","792","checkLoginWithEmptyPassword","SauceDemo Smoke Test","Fri Feb 06 19:46:24 UTC 2026","passed","Fri Feb 06 19:46:25 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"Проверка отсутствия успешной авторизации при отсутствии заполнения полей Username/Password","439","checkInvalideLogin","SauceDemo Smoke Test","Fri Feb 06 19:46:35 UTC 2026","passed","Fri Feb 06 19:46:36 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkInvalideLogin"
"Проверка валидного заполнения персональных данных при оформлени заказа","1260","valideFilling","SauceDemo Smoke Test","Fri Feb 06 19:46:19 UTC 2026","passed","Fri Feb 06 19:46:20 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","valideFilling"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","1100","addItemInBasketTest","SauceDemo Smoke Test","Fri Feb 06 19:46:10 UTC 2026","passed","Fri Feb 06 19:46:11 UTC 2026","tests.AddItemInBasketTest","Firefox","tests.AddItemInBasketTest","addItemInBasketTest"
"Проверка невалидного заполнения поля Zip/Postal Code при оформлении заказа","1309","invalideFillingZipcode","SauceDemo Smoke Test","Fri Feb 06 19:46:22 UTC 2026","passed","Fri Feb 06 19:46:23 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingZipcode"
"Проверка невалидного заполнения поля First Name при оформлении заказа","843","invalideFillingFirstName","SauceDemo Smoke Test","Fri Feb 06 19:46:31 UTC 2026","passed","Fri Feb 06 19:46:32 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingFirstName"
"Проверка невалидного заполнения поля Last Name при оформлении заказа","1194","invalideFillingLastName","SauceDemo Smoke Test","Fri Feb 06 19:46:38 UTC 2026","passed","Fri Feb 06 19:46:39 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingLastName"
"Проверка отмены заполнения пресональных данных при оформлении заказа","1082","cancelCheckout","SauceDemo Smoke Test","Fri Feb 06 19:46:52 UTC 2026","passed","Fri Feb 06 19:46:53 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","cancelCheckout"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","790","Добавление товара в корзину в количестве 1 единицы","SauceDemo Smoke Test","Fri Feb 06 19:46:11 UTC 2026","passed","Fri Feb 06 19:46:12 UTC 2026","tests.CartTest","Chrome","tests.CartTest","addItemInBasketTest"
"Проверка невалидного заполнения поля Last Name при оформлении заказа","1221","invalideFillingLastName","SauceDemo Smoke Test","Fri Feb 06 19:46:19 UTC 2026","passed","Fri Feb 06 19:46:21 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingLastName"
"Проверка невалидного заполнения поля First Name при оформлении заказа","1090","invalideFillingFirstName","SauceDemo Smoke Test","Fri Feb 06 19:46:17 UTC 2026","passed","Fri Feb 06 19:46:18 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingFirstName"
