"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка невалидного заполнения поля Last Name при оформлении заказа","1539","invalideFillingLastName","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingLastName"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","1470","addItemInBasketTest","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.AddItemInBasketTest","Chrome","tests.AddItemInBasketTest","addItemInBasketTest"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","2039","addItemInBasketTest","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.AddItemInBasketTest","Firefox","tests.AddItemInBasketTest","addItemInBasketTest"
"Проверка отмены заполнения пресональных данных при оформлении заказа","1370","cancelCheckout","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","cancelCheckout"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Password","752","checkLoginWithEmptyPassword","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"Проверка отсутствия успешной авторизации при отсутствии заполнения полей Username/Password","838","checkInvalideLogin","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.LoginTest","Chrome","tests.LoginTest","checkInvalideLogin"
"Проверка невалидного заполнения поля Zip/Postal Code при оформлении заказа","1761","invalideFillingZipcode","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingZipcode"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Username","888","checkLoginWithEmptyUsername","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithEmptyUsername"
"Проверка невалидного заполнения поля Last Name при оформлении заказа","1416","invalideFillingLastName","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingLastName"
"Проверка валидного заполнения персональных данных при оформлени заказа","1572","valideFilling","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","valideFilling"
"Проверка успешной авторизации в приложение","1200","checkSuccessTest","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.LoginTest","Firefox","tests.LoginTest","checkSuccessTest"
"Проверка отсутствия успешной авторизации при отсутствии заполнения полей Username/Password","4206","checkInvalideLogin","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.LoginTest","Firefox","tests.LoginTest","checkInvalideLogin"
"Проверка невалидного заполнения поля Zip/Postal Code при оформлении заказа","1559","invalideFillingZipcode","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingZipcode"
"Проверка валидного заполнения персональных данных при оформлени заказа","1956","valideFilling","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","valideFilling"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Password","1001","checkLoginWithEmptyPassword","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithEmptyPassword"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Username","805","checkLoginWithEmptyUsername","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"Проверка валидного заполнения персональных данных при оформлени заказа","2197","valideFilling","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","valideFilling"
"Проверка валидного заполнения персональных данных при оформлени заказа","1356","valideFilling","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","valideFilling"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","1115","Добавление товара в корзину в количестве 1 единицы","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.CartTest","Chrome","tests.CartTest","addItemInBasketTest"
"Проверка отмены заполнения пресональных данных при оформлении заказа","1191","cancelCheckout","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","cancelCheckout"
"Проверка невалидного заполнения поля First Name при оформлении заказа","1329","invalideFillingFirstName","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingFirstName"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","1588","Добавление товара в корзину в количестве 1 единицы","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.CartTest","Firefox","tests.CartTest","addItemInBasketTest"
"Проверка успешной авторизации в приложение","707","checkSuccessTest","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.LoginTest","Chrome","tests.LoginTest","checkSuccessTest"
"Проверка невалидного заполнения поля First Name при оформлении заказа","1603","invalideFillingFirstName","SauceDemo Smoke Test","2026-05-29","passed","2026-05-29","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingFirstName"
