"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка невалидного заполнения поля Zip/Postal Code при оформлении заказа","1150","invalideFillingZipcode","SauceDemo Smoke Test","Fri Feb 20 19:44:18 UTC 2026","passed","Fri Feb 20 19:44:20 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingZipcode"
"Проверка отмены заполнения пресональных данных при оформлении заказа","826","cancelCheckout","SauceDemo Smoke Test","Fri Feb 20 19:43:59 UTC 2026","passed","Fri Feb 20 19:44:00 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","cancelCheckout"
"Проверка невалидного заполнения поля First Name при оформлении заказа","1103","invalideFillingFirstName","SauceDemo Smoke Test","Fri Feb 20 19:44:05 UTC 2026","passed","Fri Feb 20 19:44:06 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingFirstName"
"Проверка валидного заполнения персональных данных при оформлени заказа","1081","valideFilling","SauceDemo Smoke Test","Fri Feb 20 19:43:46 UTC 2026","passed","Fri Feb 20 19:43:47 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","valideFilling"
"Проверка отсутствия успешной авторизации при отсутствии заполнения полей Username/Password","611","checkInvalideLogin","SauceDemo Smoke Test","Fri Feb 20 19:43:52 UTC 2026","passed","Fri Feb 20 19:43:53 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkInvalideLogin"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Password","683","checkLoginWithEmptyPassword","SauceDemo Smoke Test","Fri Feb 20 19:44:22 UTC 2026","passed","Fri Feb 20 19:44:23 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithEmptyPassword"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Username","684","checkLoginWithEmptyUsername","SauceDemo Smoke Test","Fri Feb 20 19:44:15 UTC 2026","passed","Fri Feb 20 19:44:16 UTC 2026","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithEmptyUsername"
"Проверка валидного заполнения персональных данных при оформлени заказа","1440","valideFilling","SauceDemo Smoke Test","Fri Feb 20 19:43:48 UTC 2026","passed","Fri Feb 20 19:43:49 UTC 2026","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","valideFilling"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","1275","addItemInBasketTest","SauceDemo Smoke Test","Fri Feb 20 19:43:43 UTC 2026","passed","Fri Feb 20 19:43:44 UTC 2026","tests.AddItemInBasketTest","Chrome","tests.AddItemInBasketTest","addItemInBasketTest"
"Проверка валидного заполнения персональных данных при оформлени заказа","1535","valideFilling","SauceDemo Smoke Test","Fri Feb 20 19:43:58 UTC 2026","passed","Fri Feb 20 19:43:59 UTC 2026","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","valideFilling"
"Проверка успешного добавления товара в корзину в количестве 1 единицы","1304","addItemInBasketTest","SauceDemo Smoke Test","Fri Feb 20 19:43:44 UTC 2026","passed","Fri Feb 20 19:43:45 UTC 2026","tests.AddItemInBasketTest","Firefox","tests.AddItemInBasketTest","addItemInBasketTest"
