"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка невалидного заполнения поля Last Name при оформлении заказа","1141","invalideFillingLastName","SauceDemo Smoke Test","Fri Sep 12 19:23:23 UTC 2025","passed","Fri Sep 12 19:23:24 UTC 2025","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingLastName"
"Проверка невалидного заполнения поля First Name при оформлении заказа","1074","invalideFillingFirstName","SauceDemo Smoke Test","Fri Sep 12 19:23:20 UTC 2025","passed","Fri Sep 12 19:23:21 UTC 2025","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","invalideFillingFirstName"
"Проверка отсутствия успешной авторизации при отсутствии заполнения полей Username/Password","737","checkInvalideLogin","SauceDemo Smoke Test","Fri Sep 12 19:23:37 UTC 2025","passed","Fri Sep 12 19:23:38 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkInvalideLogin"
"Проверка невалидного заполнения поля Zip/Postal Code при оформлении заказа","1324","invalideFillingZipcode","SauceDemo Smoke Test","Fri Sep 12 19:23:46 UTC 2025","passed","Fri Sep 12 19:23:48 UTC 2025","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","invalideFillingZipcode"
"Проверка валидного заполнения персональных данных при оформлени заказа","1610","valideFilling","SauceDemo Smoke Test","Fri Sep 12 19:23:22 UTC 2025","passed","Fri Sep 12 19:23:23 UTC 2025","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","valideFilling"
"Проверка валидного заполнения персональных данных при оформлени заказа","1568","valideFilling","SauceDemo Smoke Test","Fri Sep 12 19:23:26 UTC 2025","passed","Fri Sep 12 19:23:28 UTC 2025","tests.CheckoutInformationTest","Firefox","tests.CheckoutInformationTest","valideFilling"
"Проверка успешной авторизации в приложение","625","checkSuccessTest","SauceDemo Smoke Test","Fri Sep 12 19:23:19 UTC 2025","passed","Fri Sep 12 19:23:20 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkSuccessTest"
"Проверка успешной авторизации в приложение","825","checkSuccessTest","SauceDemo Smoke Test","Fri Sep 12 19:23:30 UTC 2025","passed","Fri Sep 12 19:23:31 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkSuccessTest"
"Проверка отмены заполнения пресональных данных при оформлении заказа","1017","cancelCheckout","SauceDemo Smoke Test","Fri Sep 12 19:23:28 UTC 2025","passed","Fri Sep 12 19:23:30 UTC 2025","tests.CheckoutInformationTest","Chrome","tests.CheckoutInformationTest","cancelCheckout"
"Проверка отсутствия успешной авторизации при заполнении некорректного значения в поле Password","737","checkLoginWithEmptyPassword","SauceDemo Smoke Test","Fri Sep 12 19:23:50 UTC 2025","passed","Fri Sep 12 19:23:51 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithEmptyPassword"
